instrument_type|ticker_symbol|exchange|country|currency|trade_date|execution_time|side|quantity|price_per_unit|gross_amount|commission|tax|net_amount|client_pid|client_name|client_lastname|client_origin|transaction_type|channel|created_at|updated_at
ETF|META|XETRA|Kazakhstan|USD|2023-08-18|2023-08-18 08:58:07|B|82.9802|593.301|49232.24|88.1793|984.6448|48145.6|174893583605|Grace|Rodriguez|Bulgaria|MARKET_PRICE|WEB|2026-02-14 14:58:18.399760|2026-02-14 14:58:18.399760
ETF|MSFT|JPX|Mozambique|USD|2024-03-28|2024-03-28 22:02:48|B|427.7987|259.7223|111108.86|230.1028|2222.1772|108629.81|238505268638|Joseph|Allison|Korea|STOP_LIMIT|WEB|2026-02-14 14:58:18.399903|2026-02-14 14:58:18.399904
ETF|AAPL|JPX|Falkland Islands (Malvinas)|JPY|2023-09-28|2023-09-28 19:12:14|B|335.9431|1062.9924|357104.96|578.1626|7142.0992|349092.37|173103075206|Ashley|Wilson|Bouvet Island (Bouvetoya)|EACH_PRICE|API|2026-02-14 14:58:18.400044|2026-02-14 14:58:18.400044
ETF|GOOGL|NASDAQ|Bangladesh|USD|2023-10-08|2023-10-08 11:14:54|S|115.0115|116.5231|13401.5|58.852|268.03|13070.56|361620757338|Mary|Browning|Dominica|MARKET_PRICE|MOBILE|2026-02-14 14:58:18.400184|2026-02-14 14:58:18.400185
ETF|AAPL|XETRA|South Georgia and the South Sandwich Islands|GBP|2024-09-05|2024-09-05 16:39:15|B|75.7894|87.3866|6622.98|23.0786|132.4596|6465.99|923970429752|Jenny|Torres|Nauru|MARKET_PRICE|WEB|2026-02-14 14:58:18.400325|2026-02-14 14:58:18.400325
STOCK|TSLA|LSE|Ukraine|USD|2024-10-13|2024-10-13 05:31:13|B|277.7193|485.6551|134875.79|504.1673|2697.5158|131568.25|291349187045|Amy|Herrera|Timor-Leste|MARKET_PRICE|MOBILE|2026-02-14 14:58:18.400465|2026-02-14 14:58:18.400466
STOCK|AAPL|LSE|Indonesia|JPY|2024-03-31|2024-03-31 09:30:33|B|121.6389|175.7222|21374.66|31.0228|427.4932|20902.51|398197535951|Brad|Wilson|British Virgin Islands|STOP_LOSS|API|2026-02-14 14:58:18.400611|2026-02-14 14:58:18.400612
STOCK|GOOGL|JPX|Guatemala|JPY|2023-11-10|2023-11-10 05:43:00|S|454.075|57.0865|25921.55|92.3972|518.431|25286.02|184554575234|Christopher|Hernandez|Taiwan|LIMIT|MOBILE|2026-02-14 14:58:18.400752|2026-02-14 14:58:18.400753
ETF|META|XETRA|French Guiana|USD|2023-09-08|2023-09-08 14:31:10|B|213.587|1392.1689|297349.18|1185.1864|5946.9836|289967.25|819080674771|Cameron|Smith|Sao Tome and Principe|MARKET_PRICE|WEB|2026-02-14 14:58:18.400892|2026-02-14 14:58:18.400893
ETF|AMZN|XETRA|Liechtenstein|JPY|2023-04-02|2023-04-02 10:17:10|S|72.0317|382.4299|27547.08|88.6447|550.9416|26902.28|470446258742|Tyler|Ramirez|French Guiana|EACH_PRICE|MOBILE|2026-02-14 14:58:18.401033|2026-02-14 14:58:18.401034
STOCK|BABA|NASDAQ|Algeria|JPY|2023-12-03|2023-12-03 06:04:35|S|176.2441|263.6694|46470.18|106.9507|929.4036|45427.16|982290302296|Sierra|Curry|Italy|LIMIT|BROKER|2026-02-14 14:58:18.401174|2026-02-14 14:58:18.401175
ETF|AMZN|XETRA|Cape Verde|USD|2023-01-24|2023-01-24 02:12:38|S|20.8659|52.8576|1102.92|1.9386|22.0584|1078.45|925897947847|Paul|Combs|Nicaragua|STOP_LIMIT|API|2026-02-14 14:58:18.401317|2026-02-14 14:58:18.401317
ETF|NVDA|LSE|Bolivia|JPY|2023-11-27|2023-11-27 08:56:01|S|46.3296|907.8417|42059.94|54.1228|841.1988|41126.43|597792335178|Jamie|Herrera|Equatorial Guinea|STOP_LOSS|API|2026-02-14 14:58:18.401529|2026-02-14 14:58:18.401530
ETF|NVDA|NYSE|Benin|USD|2024-12-05|2024-12-05 14:26:56|B|157.138|784.7224|123309.71|94.627|2466.1942|120729.92|819556227919|John|Terry|Cameroon|MARKET_PRICE|API|2026-02-14 14:58:18.401678|2026-02-14 14:58:18.401679
ETF|AAPL|NASDAQ|Fiji|JPY|2023-04-25|2023-04-25 21:17:01|S|115.149|775.8261|89335.6|430.918|1786.712|87099.34|195655917379|Cynthia|Davis|Somalia|EACH_PRICE|MOBILE|2026-02-14 14:58:18.401821|2026-02-14 14:58:18.401822
ETF|BABA|XETRA|Afghanistan|EUR|2023-06-15|2023-06-15 06:47:15|B|483.2867|671.1129|324339.94|1282.4474|6486.7988|316340.28|694107784331|Alexander|Morris|Guyana|STOP_LIMIT|BROKER|2026-02-14 14:58:18.401963|2026-02-14 14:58:18.401964
ETF|AMZN|NYSE|Cook Islands|USD|2023-04-20|2023-04-20 19:06:02|B|246.2854|1473.4778|362896.07|1802.8085|7257.9214|353718.85|130156116650|John|Harper|Liechtenstein|STOP_LOSS|WEB|2026-02-14 14:58:18.402129|2026-02-14 14:58:18.402130
ETF|AAPL|NYSE|New Zealand|JPY|2023-07-27|2023-07-27 04:58:17|S|199.9251|1078.1679|215552.83|921.8951|4311.0566|210157.49|446454188340|Scott|Gill|Yemen|STOP_LOSS|API|2026-02-14 14:58:18.402271|2026-02-14 14:58:18.402272
STOCK|TSLA|NYSE|Saudi Arabia|USD|2024-06-01|2024-06-01 22:06:32|S|108.3447|552.9191|59905.85|75.775|1198.117|58586.48|620064201483|Gregory|Alvarez|Guatemala|LIMIT|API|2026-02-14 14:58:18.402413|2026-02-14 14:58:18.402414
STOCK|AAPL|JPX|Tunisia|USD|2023-09-12|2023-09-12 15:42:01|S|76.1495|479.7122|36529.84|122.0674|730.5968|35670.97|593725190949|David|Mccarthy|Guyana|LIMIT|MOBILE|2026-02-14 14:58:18.402554|2026-02-14 14:58:18.402555
ETF|AAPL|NYSE|Peru|JPY|2024-02-08|2024-02-08 21:24:19|S|393.5224|1467.202|577376.85|2841.1057|11547.537|562803.33|704260068146|Christopher|Smith|Costa Rica|EACH_PRICE|BROKER|2026-02-14 14:58:18.402695|2026-02-14 14:58:18.402696
STOCK|MSFT|NASDAQ|Tanzania|GBP|2023-08-06|2023-08-06 15:22:18|S|279.0078|85.7143|23914.96|116.2188|478.2992|23305.42|579132549692|Leah|Armstrong|Namibia|EACH_PRICE|API|2026-02-14 14:58:18.402838|2026-02-14 14:58:18.402839
STOCK|NFLX|NASDAQ|Vanuatu|GBP|2024-06-16|2024-06-16 13:16:15|B|321.9907|769.0185|247616.81|475.5077|4952.3362|242091.8|616637926526|Jacob|Reynolds|Netherlands Antilles|MARKET_PRICE|MOBILE|2026-02-14 14:58:18.402980|2026-02-14 14:58:18.402981
STOCK|AMZN|JPX|Slovenia|JPY|2024-03-12|2024-03-12 08:00:57|B|40.429|378.2938|15294.04|36.6885|305.8808|14941.73|862352552057|Jennifer|Rush|Afghanistan|STOP_LOSS|BROKER|2026-02-14 14:58:18.403121|2026-02-14 14:58:18.403122
STOCK|AMZN|NASDAQ|Greece|EUR|2023-11-26|2023-11-26 18:28:10|S|421.6312|1084.1412|457107.76|412.4931|9142.1552|447115.99|202580471740|Dawn|Bradley|Tuvalu|MARKET_PRICE|BROKER|2026-02-14 14:58:18.403262|2026-02-14 14:58:18.403262
STOCK|AAPL|NYSE|Sri Lanka|GBP|2024-07-27|2024-07-27 12:27:25|B|87.1764|346.25|30184.83|87.2433|603.6966|29487.66|913141959271|Kenneth|Mcgee|Bulgaria|STOP_LOSS|API|2026-02-14 14:58:18.403403|2026-02-14 14:58:18.403404
STOCK|TSLA|NASDAQ|French Polynesia|JPY|2024-04-25|2024-04-25 06:38:41|S|303.092|1351.968|409770.69|1145.7203|8195.4138|400232.51|686432276989|Jennifer|Garza|Italy|STOP_LOSS|BROKER|2026-02-14 14:58:18.403544|2026-02-14 14:58:18.403545
STOCK|MSFT|NASDAQ|Spain|USD|2023-11-15|2023-11-15 20:02:02|B|229.3421|916.9151|210287.23|257.9624|4205.7446|205699.84|373662441080|Shelley|Parker|Brunei Darussalam|STOP_LOSS|BROKER|2026-02-14 14:58:18.403687|2026-02-14 14:58:18.403687
ETF|AMZN|NYSE|Maldives|EUR|2024-07-11|2024-07-11 01:40:47|B|41.4148|856.8444|35486.04|84.678|709.7208|34685.44|670265783431|Stephen|Stephens|British Virgin Islands|LIMIT|MOBILE|2026-02-14 14:58:18.403830|2026-02-14 14:58:18.403831
ETF|NVDA|JPX|Iran|JPY|2024-04-04|2024-04-04 04:43:08|S|120.1874|1050.5059|126257.57|244.4576|2525.1514|123377.72|994179428578|Michael|Hogan|Iceland|STOP_LIMIT|BROKER|2026-02-14 14:58:18.403971|2026-02-14 14:58:18.403972
STOCK|BABA|NYSE|Samoa|JPY|2024-08-07|2024-08-07 18:03:52|S|105.008|1453.6726|152647.25|488.4343|3052.945|149071.99|379373003528|Dennis|Davis|Malta|STOP_LIMIT|BROKER|2026-02-14 14:58:18.404113|2026-02-14 14:58:18.404114
ETF|BABA|LSE|Swaziland|USD|2023-11-06|2023-11-06 19:27:35|S|211.9428|811.2867|171946.37|816.847|3438.9274|167539.65|844424531363|Carlos|Kane|San Marino|EACH_PRICE|BROKER|2026-02-14 14:58:18.404255|2026-02-14 14:58:18.404256
ETF|MSFT|JPX|Kyrgyz Republic|JPY|2023-01-28|2023-01-28 07:31:07|S|214.7206|819.9765|176065.85|475.7755|3521.317|171908.82|678340482021|Richard|Armstrong|Saint Martin|MARKET_PRICE|BROKER|2026-02-14 14:58:18.404398|2026-02-14 14:58:18.404399
ETF|TSLA|NASDAQ|Niue|GBP|2024-05-13|2024-05-13 02:39:36|S|339.7895|1073.0372|364606.77|454.7675|7292.1354|356590.13|464754990474|Maria|Bell|Guinea-Bissau|MARKET_PRICE|API|2026-02-14 14:58:18.404539|2026-02-14 14:58:18.404540
ETF|AMZN|NYSE|Netherlands Antilles|GBP|2024-01-10|2024-01-10 23:49:58|B|464.9645|200.8899|93406.67|368.3848|1868.1334|91138.13|146261173826|Earl|Jones|Sao Tome and Principe|EACH_PRICE|MOBILE|2026-02-14 14:58:18.404680|2026-02-14 14:58:18.404680
ETF|TSLA|NYSE|French Guiana|GBP|2024-08-22|2024-08-22 03:58:40|B|416.4409|1371.7154|571238.4|2334.1379|11424.768|557341.77|106700490968|Carlos|Smith|Russian Federation|STOP_LOSS|BROKER|2026-02-14 14:58:18.404821|2026-02-14 14:58:18.404821
ETF|META|XETRA|Kazakhstan|GBP|2023-07-22|2023-07-22 14:25:36|S|332.7595|1468.9038|488791.69|403.3117|9775.8338|478162.17|170082168367|Colton|Wyatt|Togo|MARKET_PRICE|API|2026-02-14 14:58:18.404962|2026-02-14 14:58:18.404962
STOCK|MSFT|NYSE|Liberia|GBP|2024-08-22|2024-08-22 01:16:44|S|14.3494|536.2569|7694.96|8.0888|153.8992|7528.7|310180113068|Robert|Price|Portugal|STOP_LOSS|WEB|2026-02-14 14:58:18.405104|2026-02-14 14:58:18.405105
STOCK|TSLA|LSE|Solomon Islands|JPY|2024-08-07|2024-08-07 07:43:17|S|332.5691|453.5189|150826.37|641.6422|3016.5274|147095.96|176597674715|Thomas|Gallagher|Mauritius|MARKET_PRICE|MOBILE|2026-02-14 14:58:18.405247|2026-02-14 14:58:18.405247
ETF|GOOGL|NASDAQ|Bouvet Island (Bouvetoya)|JPY|2024-12-09|2024-12-09 17:50:45|S|212.2325|1494.444|317169.59|1552.069|6343.3918|309106.2|995418867343|Stephanie|Rowe|Marshall Islands|EACH_PRICE|API|2026-02-14 14:58:18.405417|2026-02-14 14:58:18.405418
ETF|NVDA|NASDAQ|United States Minor Outlying Islands|USD|2023-05-13|2023-05-13 15:19:28|S|68.767|492.3138|33854.94|134.4077|677.0988|33016.19|247112415529|Carmen|Hammond|Azerbaijan|MARKET_PRICE|BROKER|2026-02-14 14:58:18.405581|2026-02-14 14:58:18.405582
ETF|AAPL|JPX|Lao People's Democratic Republic|EUR|2023-06-26|2023-06-26 16:19:38|S|429.7366|948.1399|407450.42|1056.9886|8149.0084|398171.43|350867889706|Beth|Hodges|Angola|STOP_LOSS|BROKER|2026-02-14 14:58:18.405737|2026-02-14 14:58:18.405738
STOCK|BABA|NASDAQ|Suriname|USD|2023-05-10|2023-05-10 01:30:49|S|75.7852|999.3998|75739.71|351.222|1514.7942|73821.68|994553171054|Jennifer|Austin|North Macedonia|LIMIT|MOBILE|2026-02-14 14:58:18.405881|2026-02-14 14:58:18.405882
ETF|BABA|XETRA|Comoros|EUR|2023-03-16|2023-03-16 16:14:28|S|141.0081|732.0607|103226.49|162.5452|2064.5298|100897.95|133065542517|Jennifer|Johnson|Faroe Islands|LIMIT|API|2026-02-14 14:58:18.406023|2026-02-14 14:58:18.406024
ETF|NFLX|XETRA|Saint Helena|GBP|2024-04-20|2024-04-20 11:18:00|S|248.4323|741.9446|184323.0|300.042|3686.46|180155.04|141226008544|Christine|Ruiz|Romania|MARKET_PRICE|MOBILE|2026-02-14 14:58:18.406164|2026-02-14 14:58:18.406165
ETF|BABA|NASDAQ|Puerto Rico|USD|2023-10-22|2023-10-22 10:58:11|S|86.4552|1254.9672|108498.44|83.0244|2169.9688|106155.78|112739206787|Michael|Rice|New Zealand|STOP_LIMIT|API|2026-02-14 14:58:18.406327|2026-02-14 14:58:18.406328
STOCK|AAPL|LSE|El Salvador|USD|2024-10-13|2024-10-13 11:23:17|B|485.225|534.7493|259473.73|1180.1814|5189.4746|252851.19|987134519841|Bryce|Dunn|Uganda|LIMIT|MOBILE|2026-02-14 14:58:18.406469|2026-02-14 14:58:18.406470
ETF|NFLX|NYSE|Comoros|USD|2024-04-08|2024-04-08 13:12:16|S|287.4706|65.6112|18861.29|24.1849|377.2258|18444.93|158128120157|Anthony|Hammond|Dominica|EACH_PRICE|MOBILE|2026-02-14 14:58:18.406612|2026-02-14 14:58:18.406613
ETF|BABA|XETRA|Portugal|EUR|2023-04-26|2023-04-26 14:58:03|S|19.5287|443.7321|8665.51|27.6178|173.3102|8461.25|913580881873|John|Sanford|Kiribati|STOP_LIMIT|API|2026-02-14 14:58:18.406759|2026-02-14 14:58:18.406760
ETF|AMZN|NYSE|Honduras|USD|2024-05-21|2024-05-21 20:53:11|B|160.7632|1258.1025|202256.58|361.2793|4045.1316|197697.24|745514536019|Cynthia|Thomas|Paraguay|LIMIT|API|2026-02-14 14:58:18.406902|2026-02-14 14:58:18.406902
STOCK|TSLA|JPX|Costa Rica|USD|2023-01-25|2023-01-25 01:33:16|S|70.713|380.643|26916.41|92.263|538.3282|26275.89|978960070659|Ann|Anderson|Costa Rica|STOP_LOSS|BROKER|2026-02-14 14:58:18.407045|2026-02-14 14:58:18.407046
ETF|AAPL|NYSE|Eritrea|GBP|2024-03-31|2024-03-31 22:37:21|S|294.798|786.6551|231904.35|760.064|4638.087|226407.14|452996908803|Rebecca|Edwards|Tuvalu|EACH_PRICE|MOBILE|2026-02-14 14:58:18.407188|2026-02-14 14:58:18.407189
ETF|GOOGL|LSE|Papua New Guinea|GBP|2024-06-03|2024-06-03 21:25:41|B|432.3616|253.7499|109711.71|313.9391|2194.2342|107154.58|842337435605|Tiffany|Harper|Cape Verde|EACH_PRICE|BROKER|2026-02-14 14:58:18.407330|2026-02-14 14:58:18.407331
STOCK|TSLA|LSE|Monaco|EUR|2023-02-01|2023-02-01 12:41:38|B|132.0658|1460.2531|192849.49|199.7721|3856.9898|188627.68|248673912255|Michael|Burton|French Guiana|STOP_LIMIT|WEB|2026-02-14 14:58:18.407474|2026-02-14 14:58:18.407475
ETF|META|NASDAQ|Pakistan|GBP|2024-02-22|2024-02-22 22:43:44|B|7.7041|1076.4828|8293.33|26.8521|165.8666|8093.51|962417643611|William|Taylor|Comoros|MARKET_PRICE|MOBILE|2026-02-14 14:58:18.407615|2026-02-14 14:58:18.407616
STOCK|GOOGL|NASDAQ|French Guiana|USD|2023-09-22|2023-09-22 16:44:54|B|54.379|531.077|28879.44|28.6592|577.5888|28260.82|395603281138|Blake|Martin|Lithuania|STOP_LOSS|API|2026-02-14 14:58:18.407757|2026-02-14 14:58:18.407758
ETF|META|LSE|Paraguay|JPY|2023-07-31|2023-07-31 04:31:22|B|360.6262|521.9906|188243.49|541.1076|3764.8698|183872.59|853283364566|Stephen|Rivera|British Indian Ocean Territory (Chagos Archipelago)|MARKET_PRICE|API|2026-02-14 14:58:18.407899|2026-02-14 14:58:18.407900
STOCK|META|LSE|Bermuda|EUR|2023-11-07|2023-11-07 06:38:52|S|89.4907|1072.3728|95967.39|249.8221|1919.3478|93755.22|688791234495|Sandra|Watson|French Southern Territories|STOP_LIMIT|API|2026-02-14 14:58:18.408038|2026-02-14 14:58:18.408039
STOCK|META|XETRA|Cote d'Ivoire|GBP|2023-10-19|2023-10-19 14:54:17|B|440.3611|1049.5163|462166.15|2136.4961|9243.323|450430.94|538810370196|Kimberly|Price|Kyrgyz Republic|EACH_PRICE|API|2026-02-14 14:58:18.408204|2026-02-14 14:58:18.408205
ETF|MSFT|JPX|Malta|USD|2023-05-20|2023-05-20 20:57:28|B|408.8254|862.6076|352655.9|1492.4706|7053.118|343847.25|658305439446|Charles|Watson|Fiji|MARKET_PRICE|MOBILE|2026-02-14 14:58:18.408381|2026-02-14 14:58:18.408382
STOCK|AAPL|NASDAQ|France|JPY|2024-01-13|2024-01-13 04:53:39|B|174.4077|1016.3859|177265.53|625.5834|3545.3106|172922.17|937337733752|Jasmine|Mack|Montenegro|STOP_LIMIT|API|2026-02-14 14:58:18.408557|2026-02-14 14:58:18.408558
STOCK|NVDA|JPX|Palestinian Territory|USD|2024-05-27|2024-05-27 21:15:50|S|350.9906|1092.6547|383511.53|1830.4933|7670.2306|373688.55|180119523030|Renee|Morgan|Madagascar|STOP_LIMIT|MOBILE|2026-02-14 14:58:18.408762|2026-02-14 14:58:18.408773
ETF|AMZN|LSE|Uruguay|USD|2023-08-29|2023-08-29 05:38:27|S|61.9641|1130.3765|70042.76|61.4526|1400.8552|68526.16|740559285889|Sara|Blair|Fiji|LIMIT|WEB|2026-02-14 14:58:18.408915|2026-02-14 14:58:18.408915
ETF|META|NASDAQ|Tanzania|JPY|2024-01-04|2024-01-04 18:25:34|B|70.1895|335.2844|23533.44|64.8918|470.6688|22988.53|983610356861|Nicole|Morris|Cyprus|MARKET_PRICE|MOBILE|2026-02-14 14:58:18.409060|2026-02-14 14:58:18.409060
ETF|AMZN|JPX|Bermuda|EUR|2023-08-10|2023-08-10 13:07:07|B|73.3113|735.0683|53888.81|262.1698|1077.7762|52532.21|279321935010|Charles|Hanson|Albania|EACH_PRICE|API|2026-02-14 14:58:18.409202|2026-02-14 14:58:18.409203
STOCK|META|JPX|Philippines|JPY|2023-08-07|2023-08-07 14:47:22|S|270.6251|1217.8062|329568.92|1492.56|6591.3784|321382.26|815740194037|John|Hunter|Serbia|STOP_LOSS|MOBILE|2026-02-14 14:58:18.409342|2026-02-14 14:58:18.409343
ETF|NVDA|JPX|Micronesia|USD|2024-09-04|2024-09-04 05:39:17|B|252.8224|734.4121|185675.83|110.3803|3713.5166|181822.1|841168469938|Linda|Nelson|Czech Republic|LIMIT|WEB|2026-02-14 14:58:18.409522|2026-02-14 14:58:18.409523
STOCK|MSFT|NYSE|Uzbekistan|EUR|2023-04-25|2023-04-25 21:22:47|S|389.4925|232.3268|90489.55|386.8795|1809.791|88225.61|138170386577|Karen|Johnson|Colombia|LIMIT|API|2026-02-14 14:58:18.409662|2026-02-14 14:58:18.409663
ETF|GOOGL|LSE|Belgium|EUR|2024-02-22|2024-02-22 10:31:55|B|381.3105|868.3957|331128.4|1414.1124|6622.568|322980.95|940719834422|Kelly|Wilson|Cape Verde|EACH_PRICE|MOBILE|2026-02-14 14:58:18.409806|2026-02-14 14:58:18.409807
ETF|MSFT|NASDAQ|Andorra|USD|2024-07-02|2024-07-02 16:08:14|B|440.6425|1493.8853|658269.35|2343.4664|13165.387|642561.01|590696942011|Paul|Pittman|Somalia|LIMIT|API|2026-02-14 14:58:18.409960|2026-02-14 14:58:18.409961
STOCK|AAPL|LSE|Bermuda|USD|2024-09-24|2024-09-24 01:34:18|S|425.0448|394.1463|167529.84|318.5189|3350.5968|163745.4|669732825335|Gina|Fowler|Guernsey|STOP_LIMIT|API|2026-02-14 14:58:18.410114|2026-02-14 14:58:18.410115
STOCK|BABA|NASDAQ|India|EUR|2024-12-20|2024-12-20 01:30:16|B|339.9664|774.4445|263285.11|142.9492|5265.7022|257698.81|236181177349|Erik|Rocha|Burkina Faso|STOP_LOSS|BROKER|2026-02-14 14:58:18.410256|2026-02-14 14:58:18.410257
STOCK|BABA|JPX|Brunei Darussalam|USD|2024-01-25|2024-01-25 07:40:13|B|112.3855|569.6034|64015.16|275.7202|1280.3032|62405.25|121625578257|Mary|Reyes|Niue|STOP_LOSS|API|2026-02-14 14:58:18.410397|2026-02-14 14:58:18.410398
STOCK|NVDA|XETRA|Pakistan|JPY|2023-03-05|2023-03-05 03:34:52|B|134.1995|398.1504|53431.58|260.9021|1068.6316|52070.84|462703888338|Erin|Campbell|Oman|STOP_LIMIT|BROKER|2026-02-14 14:58:18.410539|2026-02-14 14:58:18.410540
ETF|NVDA|JPX|Egypt|GBP|2024-02-05|2024-02-05 05:09:36|B|404.395|304.1934|123014.29|466.7017|2460.2858|120007.43|564698123549|Joshua|Martinez|Romania|LIMIT|WEB|2026-02-14 14:58:18.410697|2026-02-14 14:58:18.410698
STOCK|TSLA|LSE|Netherlands|JPY|2023-03-21|2023-03-21 22:27:07|S|459.1134|1411.6421|648103.8|1307.9264|12962.076|633492.26|439500989571|Diana|Smith|Kiribati|EACH_PRICE|MOBILE|2026-02-14 14:58:18.410840|2026-02-14 14:58:18.410841
STOCK|AAPL|NASDAQ|Finland|JPY|2023-03-21|2023-03-21 02:28:58|B|14.7129|969.9851|14271.29|15.3834|285.4258|13959.92|168829874329|Nancy|Boyle|Zambia|STOP_LIMIT|MOBILE|2026-02-14 14:58:18.410981|2026-02-14 14:58:18.410982
STOCK|NFLX|LSE|United States Virgin Islands|USD|2023-09-22|2023-09-22 18:40:21|S|364.4986|274.7488|100145.55|414.1204|2002.911|97678.38|353899385666|Chelsea|Mann|Afghanistan|EACH_PRICE|API|2026-02-14 14:58:18.411121|2026-02-14 14:58:18.411122
ETF|NVDA|LSE|Romania|GBP|2023-05-01|2023-05-01 12:27:56|B|186.717|690.8142|128986.75|324.1692|2579.735|125967.8|375215045360|Jason|Flores|Rwanda|STOP_LIMIT|API|2026-02-14 14:58:18.411263|2026-02-14 14:58:18.411264
ETF|META|JPX|Cocos (Keeling) Islands|JPY|2023-01-23|2023-01-23 05:13:23|B|188.7006|1412.2823|266498.52|543.6114|5329.9704|260582.21|649290058492|William|Moore|Haiti|LIMIT|BROKER|2026-02-14 14:58:18.411406|2026-02-14 14:58:18.411407
ETF|MSFT|XETRA|United Kingdom|EUR|2023-07-13|2023-07-13 21:34:46|S|77.5389|1388.1391|107634.78|148.0345|2152.6956|105259.32|984210895832|Elizabeth|Waters|Benin|STOP_LIMIT|WEB|2026-02-14 14:58:18.411548|2026-02-14 14:58:18.411549
ETF|TSLA|JPX|Dominican Republic|GBP|2023-08-07|2023-08-07 16:35:33|S|445.3951|180.3421|80323.49|73.5767|1606.4698|78632.41|948511946486|Peter|Reid|Norway|STOP_LIMIT|WEB|2026-02-14 14:58:18.411688|2026-02-14 14:58:18.411689
ETF|GOOGL|NYSE|Egypt|JPY|2023-05-20|2023-05-20 08:26:04|B|88.0266|1419.706|124971.89|254.107|2499.4378|122120.84|993841710886|Melinda|Hernandez|France|EACH_PRICE|MOBILE|2026-02-14 14:58:18.411828|2026-02-14 14:58:18.411829
STOCK|NVDA|NYSE|Cook Islands|JPY|2023-07-10|2023-07-10 16:42:21|B|299.9163|66.199|19854.16|96.0062|397.0832|19341.66|638536150546|Kelly|Simpson|Djibouti|STOP_LOSS|BROKER|2026-02-14 14:58:18.411968|2026-02-14 14:58:18.411969
ETF|META|LSE|Niue|GBP|2023-08-27|2023-08-27 15:46:17|B|491.0713|1236.0094|606968.74|1831.1293|12139.3748|592918.02|526730093440|Thomas|Blake|Iran|LIMIT|BROKER|2026-02-14 14:58:18.412108|2026-02-14 14:58:18.412109
STOCK|MSFT|NASDAQ|United States Virgin Islands|JPY|2023-08-06|2023-08-06 01:21:43|B|32.2608|1122.0943|36199.66|58.1663|723.9932|35401.73|416263949694|Leah|Andersen|Spain|EACH_PRICE|API|2026-02-14 14:58:18.412249|2026-02-14 14:58:18.412249
STOCK|META|LSE|Czech Republic|EUR|2024-10-07|2024-10-07 19:00:52|S|264.1756|327.207|86440.11|387.5018|1728.8022|84303.89|223612283570|Randall|Romero|Djibouti|STOP_LIMIT|WEB|2026-02-14 14:58:18.412391|2026-02-14 14:58:18.412391
ETF|GOOGL|LSE|Belgium|JPY|2023-06-15|2023-06-15 08:35:29|B|302.2693|625.7786|189153.66|856.6451|3783.0732|184348.82|935627999230|Eric|Riley|Georgia|STOP_LIMIT|MOBILE|2026-02-14 14:58:18.412531|2026-02-14 14:58:18.412532
STOCK|NFLX|NASDAQ|Micronesia|EUR|2023-10-15|2023-10-15 12:09:48|S|419.0299|475.5519|199270.47|347.4772|3985.4094|194810.54|150880885110|Michael|Smith|Cuba|EACH_PRICE|MOBILE|2026-02-14 14:58:18.412671|2026-02-14 14:58:18.412672
ETF|NFLX|NASDAQ|Seychelles|USD|2024-01-18|2024-01-18 04:13:52|B|435.3293|1045.3372|455065.91|1185.4441|9101.3182|444590.8|621584937223|Sydney|Wilson|Congo|EACH_PRICE|WEB|2026-02-14 14:58:18.412814|2026-02-14 14:58:18.412815
STOCK|MSFT|NASDAQ|Cote d'Ivoire|EUR|2023-07-25|2023-07-25 19:14:16|S|83.0887|1427.5307|118611.67|580.5587|2372.2334|115559.44|711142708342|Louis|Carlson|India|LIMIT|API|2026-02-14 14:58:18.412955|2026-02-14 14:58:18.412956
STOCK|GOOGL|JPX|Central African Republic|GBP|2024-10-07|2024-10-07 19:05:33|B|370.7904|585.405|217062.55|1043.4947|4341.251|211621.72|875196568970|Stephanie|Watkins|Solomon Islands|LIMIT|WEB|2026-02-14 14:58:18.413096|2026-02-14 14:58:18.413097
ETF|AMZN|LSE|Angola|GBP|2024-07-21|2024-07-21 21:58:55|S|109.3989|1026.6278|112311.95|177.2139|2246.239|109793.17|237751070954|Katherine|Brandt|Bangladesh|LIMIT|WEB|2026-02-14 14:58:18.413243|2026-02-14 14:58:18.413244
STOCK|AMZN|JPX|Bolivia|GBP|2023-07-10|2023-07-10 00:04:06|B|237.2063|360.9601|85622.01|165.9912|1712.4402|83725.23|678303529418|Elizabeth|Carter|Palau|LIMIT|API|2026-02-14 14:58:18.413421|2026-02-14 14:58:18.413422
ETF|BABA|XETRA|Ukraine|EUR|2023-04-15|2023-04-15 20:33:06|B|484.8508|1376.8886|667585.54|2584.885|13351.7108|651113.6|605904795819|Donald|Massey|Fiji|LIMIT|MOBILE|2026-02-14 14:58:18.413574|2026-02-14 14:58:18.413575
ETF|GOOGL|JPX|Micronesia|JPY|2023-09-16|2023-09-16 10:35:46|S|348.5386|1281.7243|446730.39|249.4841|8934.6078|437180.03|507887545818|Patricia|Davis|Czech Republic|EACH_PRICE|MOBILE|2026-02-14 14:58:18.413720|2026-02-14 14:58:18.413721
ETF|GOOGL|LSE|Turks and Caicos Islands|JPY|2024-03-02|2024-03-02 12:06:45|S|237.5591|1276.5177|303248.4|191.5086|6064.968|296908.93|960341430474|Carol|Hubbard|Tonga|LIMIT|BROKER|2026-02-14 14:58:18.413862|2026-02-14 14:58:18.413862
