instrument_type|ticker_symbol|exchange|country|currency|trade_date|execution_time|side|quantity|price_per_unit|gross_amount|commission|tax|net_amount|client_pid|client_name|client_lastname|client_origin|transaction_type|channel|created_at|updated_at
STOCK|BABA|LSE|Netherlands Antilles|EUR|2024-07-08|2024-07-08 20:03:26|S|198.6954|825.3245|163988.18|158.0491|3279.7636|160396.66|463487925456|Anthony|Patrick|China|LIMIT|MOBILE|2026-01-19 13:07:54.987312|2026-01-19 13:07:54.987313
ETF|NFLX|LSE|Georgia|EUR|2024-12-24|2024-12-24 14:27:46|S|150.2651|9.9981|1502.37|1.9932|30.0474|1469.8|809060846527|Cathy|Thomas|Libyan Arab Jamahiriya|STOP_LOSS|WEB|2026-01-19 13:07:54.987453|2026-01-19 13:07:54.987454
ETF|NFLX|NYSE|Australia|USD|2023-02-20|2023-02-20 20:14:30|S|423.8259|916.912|388611.05|370.443|7772.221|380169.2|391712349875|Timothy|Ramirez|Yemen|STOP_LOSS|WEB|2026-01-19 13:07:54.987595|2026-01-19 13:07:54.987595
ETF|NVDA|NASDAQ|Bhutan|GBP|2023-03-07|2023-03-07 20:44:09|S|347.0319|502.1522|174262.83|662.5149|3485.2566|170096.32|926764480128|Jeffrey|Thomas|Bangladesh|MARKET_PRICE|WEB|2026-01-19 13:07:54.987736|2026-01-19 13:07:54.987737
STOCK|AAPL|JPX|Swaziland|GBP|2024-04-26|2024-04-26 00:24:23|S|267.8915|33.8398|9065.39|18.5213|181.3078|8864.04|997788030221|Rita|Richards|Iceland|EACH_PRICE|BROKER|2026-01-19 13:07:54.987878|2026-01-19 13:07:54.987879
STOCK|NVDA|JPX|Uganda|USD|2024-02-28|2024-02-28 03:13:06|B|59.8421|1225.5447|73339.17|168.4139|1466.7834|71651.51|910262073202|Matthew|Gomez|Holy See (Vatican City State)|LIMIT|API|2026-01-19 13:07:54.988019|2026-01-19 13:07:54.988020
ETF|META|JPX|Western Sahara|JPY|2024-07-05|2024-07-05 02:52:54|B|151.3003|552.3311|83567.86|294.9551|1671.3572|81581.8|339582582406|Mary|Case|Afghanistan|EACH_PRICE|WEB|2026-01-19 13:07:54.988159|2026-01-19 13:07:54.988160
ETF|NVDA|NYSE|Turkey|JPY|2024-07-20|2024-07-20 05:38:44|S|458.2809|1097.0521|502758.02|1101.4049|10055.1604|491392.13|936809162036|Michael|Barrett|India|MARKET_PRICE|MOBILE|2026-01-19 13:07:54.988349|2026-01-19 13:07:54.988350
ETF|META|JPX|Antarctica (the territory South of 60 deg S)|GBP|2024-04-10|2024-04-10 03:02:18|S|392.1347|745.3321|292270.58|410.2699|5845.4116|285739.9|914415247218|Sydney|Singleton|Bangladesh|STOP_LOSS|BROKER|2026-01-19 13:07:54.988612|2026-01-19 13:07:54.988613
STOCK|TSLA|JPX|Timor-Leste|JPY|2023-10-22|2023-10-22 10:17:17|S|287.0111|864.4554|248108.3|956.4618|4962.166|242083.57|723609818508|Derrick|Mitchell|United Arab Emirates|STOP_LOSS|BROKER|2026-01-19 13:07:54.988773|2026-01-19 13:07:54.988774
STOCK|MSFT|JPX|Finland|USD|2023-08-17|2023-08-17 03:30:24|S|446.6336|584.2416|260941.93|979.0365|5218.8386|254537.27|592037801401|Shelley|Knapp|Guam|LIMIT|API|2026-01-19 13:07:54.988929|2026-01-19 13:07:54.988930
ETF|NVDA|NASDAQ|Ireland|EUR|2024-02-24|2024-02-24 13:41:04|B|79.7946|631.3002|50374.35|183.4061|1007.487|49160.97|649118467510|Philip|Miller|Ukraine|STOP_LIMIT|MOBILE|2026-01-19 13:07:54.989079|2026-01-19 13:07:54.989080
ETF|META|LSE|Saint Barthelemy|EUR|2023-01-23|2023-01-23 08:49:01|B|472.8991|1294.1866|612019.68|2237.9842|12240.3936|597010.55|963426014970|Samantha|Moore|Andorra|STOP_LIMIT|BROKER|2026-01-19 13:07:54.989224|2026-01-19 13:07:54.989225
ETF|NVDA|XETRA|Serbia|EUR|2024-12-21|2024-12-21 09:00:52|B|425.0523|924.0317|392761.8|1654.0215|7855.236|382883.27|340180365555|Cory|Hunter|Falkland Islands (Malvinas)|STOP_LOSS|BROKER|2026-01-19 13:07:54.989375|2026-01-19 13:07:54.989376
ETF|NFLX|NYSE|Switzerland|EUR|2023-05-04|2023-05-04 02:53:08|B|285.185|1319.6576|376346.55|1301.644|7526.931|367328.52|655164034839|Ryan|Salazar|Cambodia|STOP_LIMIT|WEB|2026-01-19 13:07:54.989521|2026-01-19 13:07:54.989521
ETF|AMZN|NYSE|Bolivia|EUR|2024-09-02|2024-09-02 10:06:25|S|457.972|69.2639|31720.93|20.6479|634.4186|31039.81|913081344923|Richard|Stone|Luxembourg|STOP_LOSS|WEB|2026-01-19 13:07:54.989666|2026-01-19 13:07:54.989667
STOCK|TSLA|XETRA|Nigeria|EUR|2023-04-25|2023-04-25 21:05:32|B|131.7959|1335.6039|176027.12|700.7549|3520.5424|171737.82|294382471328|Daniel|Bryant|Belarus|STOP_LOSS|MOBILE|2026-01-19 13:07:54.989809|2026-01-19 13:07:54.989810
ETF|AAPL|NASDAQ|Norway|USD|2024-06-29|2024-06-29 19:08:50|B|447.8089|1281.1629|573716.15|2455.5407|11474.323|559371.27|789211732020|Mark|Gonzalez|Albania|STOP_LIMIT|API|2026-01-19 13:07:54.989973|2026-01-19 13:07:54.989973
ETF|NVDA|NASDAQ|Romania|GBP|2024-09-01|2024-09-01 04:20:03|S|335.5148|679.745|228064.51|857.7988|4561.2902|222580.31|906395687031|Thomas|Rhodes|Fiji|STOP_LOSS|WEB|2026-01-19 13:07:54.990113|2026-01-19 13:07:54.990114
STOCK|MSFT|LSE|Poland|GBP|2024-05-28|2024-05-28 22:06:22|S|479.8804|1011.7097|485499.66|1310.7068|9709.9932|474101.73|736019316573|Bradley|Gould|Vietnam|STOP_LOSS|WEB|2026-01-19 13:07:54.990254|2026-01-19 13:07:54.990255
ETF|META|LSE|Saint Pierre and Miquelon|GBP|2024-09-12|2024-09-12 06:47:48|B|105.4305|1056.8835|111427.76|90.3948|2228.5552|109071.21|181136374537|Amy|Myers|Argentina|STOP_LOSS|MOBILE|2026-01-19 13:07:54.990394|2026-01-19 13:07:54.990394
ETF|AMZN|NYSE|Thailand|USD|2023-08-19|2023-08-19 19:56:47|S|267.2643|1345.0405|359481.31|1642.6864|7189.6262|350382.23|962523407980|Joe|Robinson|Jamaica|LIMIT|BROKER|2026-01-19 13:07:54.990538|2026-01-19 13:07:54.990539
STOCK|AMZN|XETRA|Tuvalu|EUR|2023-11-19|2023-11-19 09:00:11|B|107.8577|259.0018|27935.34|105.4216|558.7068|27260.43|600745394269|Rachel|Clark|Ireland|STOP_LIMIT|API|2026-01-19 13:07:54.990680|2026-01-19 13:07:54.990680
ETF|MSFT|NYSE|Ireland|EUR|2023-11-09|2023-11-09 13:37:41|B|129.1415|975.2044|125939.36|89.4286|2518.7872|123209.92|530872708480|Holly|Williams|Kyrgyz Republic|STOP_LOSS|MOBILE|2026-01-19 13:07:54.990820|2026-01-19 13:07:54.990821
STOCK|MSFT|LSE|Ukraine|USD|2023-06-10|2023-06-10 22:13:45|S|470.4629|100.0219|47056.59|180.6481|941.1318|45917.71|776702425822|Ann|Mills|New Zealand|MARKET_PRICE|WEB|2026-01-19 13:07:54.990960|2026-01-19 13:07:54.990961
STOCK|AMZN|LSE|Croatia|USD|2024-01-26|2024-01-26 16:22:29|B|313.5247|123.346|38672.02|38.5127|773.4404|37829.98|859722673332|John|Bell|Timor-Leste|MARKET_PRICE|BROKER|2026-01-19 13:07:54.991128|2026-01-19 13:07:54.991138
ETF|META|NYSE|Algeria|GBP|2024-12-05|2024-12-05 03:30:55|S|315.3382|1219.2238|384467.84|1559.0122|7689.3568|374992.01|309467321032|Heather|Collins|Korea|MARKET_PRICE|BROKER|2026-01-19 13:07:54.991282|2026-01-19 13:07:54.991283
STOCK|GOOGL|XETRA|Palau|JPY|2023-09-19|2023-09-19 13:36:28|S|459.3942|769.2844|353404.79|1722.2085|7068.0958|344337.47|217568613658|Aaron|Smith|India|STOP_LIMIT|BROKER|2026-01-19 13:07:54.991424|2026-01-19 13:07:54.991424
ETF|NVDA|JPX|Bhutan|USD|2024-08-21|2024-08-21 20:38:02|S|279.4348|1283.6861|358706.57|869.3094|7174.1314|350316.95|830027708127|Jenny|Hill|Georgia|STOP_LOSS|API|2026-01-19 13:07:54.991564|2026-01-19 13:07:54.991565
ETF|GOOGL|JPX|Cuba|USD|2023-12-24|2023-12-24 20:13:40|B|118.5623|1037.8735|123052.67|241.974|2461.0534|120331.33|351044649698|James|Chung|Croatia|STOP_LIMIT|BROKER|2026-01-19 13:07:54.991705|2026-01-19 13:07:54.991706
ETF|AAPL|NYSE|Turkey|GBP|2024-09-11|2024-09-11 08:55:21|B|103.7194|1463.1299|151754.96|132.2614|3035.0992|148502.5|920985891144|Mario|Edwards|Luxembourg|LIMIT|BROKER|2026-01-19 13:07:54.991849|2026-01-19 13:07:54.991850
ETF|GOOGL|JPX|Nepal|EUR|2023-08-02|2023-08-02 07:39:31|S|483.6335|1073.3718|519118.56|2365.8748|10382.3712|506201.21|111369173778|Monique|Forbes|Slovakia (Slovak Republic)|LIMIT|API|2026-01-19 13:07:54.991993|2026-01-19 13:07:54.991994
ETF|GOOGL|NYSE|American Samoa|USD|2024-12-23|2024-12-23 17:53:23|S|181.6747|46.8548|8512.33|19.7243|170.2466|8318.99|380473383885|Kerri|Perry|Central African Republic|STOP_LOSS|MOBILE|2026-01-19 13:07:54.992134|2026-01-19 13:07:54.992135
STOCK|NFLX|LSE|Taiwan|EUR|2024-01-28|2024-01-28 08:24:10|S|232.2713|32.2935|7500.85|32.9067|150.017|7316.11|784096586395|Katie|Baker|Gibraltar|LIMIT|WEB|2026-01-19 13:07:54.992275|2026-01-19 13:07:54.992275
ETF|AAPL|NASDAQ|Singapore|USD|2024-09-26|2024-09-26 12:34:00|B|381.6564|670.8622|256038.85|807.7264|5120.777|249860.51|998768488097|Shannon|Cook|Comoros|EACH_PRICE|WEB|2026-01-19 13:07:54.992415|2026-01-19 13:07:54.992415
ETF|META|NASDAQ|Guinea|EUR|2024-01-27|2024-01-27 19:45:34|S|138.039|79.8629|11024.19|42.3843|220.4838|10756.65|926492735428|Ann|Torres|Norway|LIMIT|MOBILE|2026-01-19 13:07:54.992555|2026-01-19 13:07:54.992556
STOCK|GOOGL|JPX|Monaco|USD|2023-12-14|2023-12-14 07:40:09|B|195.8452|358.146|70141.17|161.7628|1402.8234|68510.04|687338865804|Brandi|Holland|Grenada|LIMIT|BROKER|2026-01-19 13:07:54.992698|2026-01-19 13:07:54.992699
STOCK|MSFT|JPX|Papua New Guinea|EUR|2023-02-22|2023-02-22 08:06:24|B|420.7456|1261.7109|530859.31|2221.5475|10617.1862|517935.61|678168685782|Larry|Avila|Vanuatu|LIMIT|WEB|2026-01-19 13:07:54.992840|2026-01-19 13:07:54.992841
ETF|TSLA|LSE|Lesotho|GBP|2024-07-28|2024-07-28 02:28:26|S|392.3699|334.3964|131207.08|360.5284|2624.1416|128112.97|219142538375|Johnny|Bird|Israel|MARKET_PRICE|WEB|2026-01-19 13:07:54.992980|2026-01-19 13:07:54.992981
ETF|AAPL|LSE|Timor-Leste|USD|2024-06-07|2024-06-07 07:24:37|S|266.8592|337.2071|89986.82|298.6438|1799.7364|87806.61|586217573490|Aaron|Moore|Colombia|MARKET_PRICE|MOBILE|2026-01-19 13:07:54.993121|2026-01-19 13:07:54.993122
ETF|META|NASDAQ|Guam|USD|2023-11-02|2023-11-02 13:40:36|S|399.3083|480.1324|191720.85|212.3658|3834.417|187519.61|185911080845|Tamara|Perkins|Monaco|STOP_LIMIT|MOBILE|2026-01-19 13:07:54.993261|2026-01-19 13:07:54.993262
ETF|AAPL|NASDAQ|Spain|JPY|2024-06-08|2024-06-08 00:41:27|S|286.7783|1137.6663|326258.01|790.4654|6525.1602|318896.07|446889413730|John|Mcintyre|Equatorial Guinea|LIMIT|API|2026-01-19 13:07:54.993405|2026-01-19 13:07:54.993406
STOCK|AMZN|JPX|Mexico|EUR|2023-10-14|2023-10-14 09:03:25|B|152.6309|144.3532|22032.76|44.394|440.6552|21533.5|991268434630|Alexander|Figueroa|Vietnam|EACH_PRICE|BROKER|2026-01-19 13:07:54.993559|2026-01-19 13:07:54.993559
STOCK|NFLX|XETRA|Gambia|JPY|2023-07-30|2023-07-30 04:31:04|S|46.9133|1322.5269|62044.1|124.7509|1240.882|60652.24|669216851151|Shannon|Miller|Moldova|LIMIT|WEB|2026-01-19 13:07:54.993709|2026-01-19 13:07:54.993710
ETF|NFLX|NYSE|Sudan|EUR|2024-06-07|2024-06-07 09:31:17|B|11.4338|1173.0074|13411.93|47.1342|268.2386|13095.13|137341834599|Andrew|Guzman|Cayman Islands|MARKET_PRICE|WEB|2026-01-19 13:07:54.993854|2026-01-19 13:07:54.993855
STOCK|AMZN|XETRA|Tokelau|JPY|2024-06-18|2024-06-18 19:23:04|B|132.6508|609.2139|80812.71|101.9187|1616.2542|79056.92|597271231746|Susan|Short|Paraguay|LIMIT|WEB|2026-01-19 13:07:54.993996|2026-01-19 13:07:54.993996
STOCK|NVDA|NASDAQ|Lesotho|JPY|2024-03-05|2024-03-05 05:22:10|B|251.0635|1266.1062|317873.05|1478.1695|6357.461|309932.42|731698413492|Elizabeth|Ho|Sri Lanka|LIMIT|API|2026-01-19 13:07:54.994139|2026-01-19 13:07:54.994140
ETF|BABA|JPX|Wallis and Futuna|USD|2023-08-21|2023-08-21 22:26:37|B|67.19|346.1467|23257.6|33.9233|465.152|22746.87|220109368535|Martin|Johnson|Falkland Islands (Malvinas)|STOP_LOSS|WEB|2026-01-19 13:07:54.994280|2026-01-19 13:07:54.994281
STOCK|NFLX|NASDAQ|France|USD|2023-01-23|2023-01-23 18:14:43|B|29.2741|1007.2688|29486.89|114.007|589.7378|28768.01|419791057897|Brianna|Thomas|United Kingdom|STOP_LOSS|API|2026-01-19 13:07:54.994423|2026-01-19 13:07:54.994423
ETF|NFLX|XETRA|Vietnam|USD|2023-09-28|2023-09-28 04:49:30|S|128.7677|686.7335|88429.09|216.9451|1768.5818|86363.16|770294496010|Lawrence|Smith|Bulgaria|EACH_PRICE|MOBILE|2026-01-19 13:07:54.994567|2026-01-19 13:07:54.994568
STOCK|AAPL|LSE|United States Virgin Islands|GBP|2023-06-15|2023-06-15 11:45:41|B|96.5805|1319.2048|127409.46|599.8997|2548.1892|124157.58|432169005952|Thomas|Bates|Saint Lucia|MARKET_PRICE|BROKER|2026-01-19 13:07:54.994709|2026-01-19 13:07:54.994709
STOCK|BABA|JPX|Ecuador|USD|2023-09-05|2023-09-05 16:19:25|S|209.1256|590.8796|123568.05|237.7617|2471.361|120816.92|951700093383|Francis|Anderson|Kenya|STOP_LIMIT|WEB|2026-01-19 13:07:54.994853|2026-01-19 13:07:54.994853
ETF|AMZN|JPX|United Arab Emirates|USD|2024-11-16|2024-11-16 21:01:54|S|204.6645|516.3234|105673.07|81.1394|2113.4614|103465.17|374148229304|Rebecca|Thomas|Ecuador|MARKET_PRICE|MOBILE|2026-01-19 13:07:54.994996|2026-01-19 13:07:54.994997
STOCK|NFLX|LSE|Colombia|EUR|2023-05-04|2023-05-04 03:21:57|B|237.1762|1027.7095|243748.23|801.4281|4874.9646|237953.65|641131603459|Mark|Bryant|Korea|MARKET_PRICE|MOBILE|2026-01-19 13:07:54.995168|2026-01-19 13:07:54.995169
STOCK|TSLA|LSE|Nigeria|JPY|2023-12-20|2023-12-20 19:23:37|S|121.2196|1026.9093|124481.53|341.2383|2489.6306|121568.06|735058078666|Sharon|Schwartz|Costa Rica|LIMIT|MOBILE|2026-01-19 13:07:54.995311|2026-01-19 13:07:54.995312
STOCK|META|LSE|Gibraltar|JPY|2024-01-08|2024-01-08 08:28:59|B|289.5896|870.358|252046.63|405.1872|5040.9326|246568.19|184953501589|Darren|Webb|Guinea-Bissau|STOP_LOSS|BROKER|2026-01-19 13:07:54.995453|2026-01-19 13:07:54.995453
ETF|META|NYSE|Namibia|EUR|2023-12-02|2023-12-02 03:46:48|S|295.5389|974.3345|287953.75|915.0949|5759.075|281196.2|985189348463|Tyler|Crawford|Angola|LIMIT|WEB|2026-01-19 13:07:54.995594|2026-01-19 13:07:54.995594
ETF|META|NYSE|United States Minor Outlying Islands|GBP|2023-07-20|2023-07-20 14:50:58|S|44.0411|1219.931|53727.1|112.8644|1074.542|52531.42|408435866073|Mary|Welch|Burkina Faso|LIMIT|API|2026-01-19 13:07:54.995738|2026-01-19 13:07:54.995739
ETF|AAPL|NYSE|Vietnam|USD|2024-09-19|2024-09-19 16:42:17|B|80.3089|26.155|2100.48|2.5441|42.0096|2055.7|159209697380|Jennifer|Wilson|Croatia|LIMIT|MOBILE|2026-01-19 13:07:54.995880|2026-01-19 13:07:54.995880
ETF|BABA|JPX|Brazil|USD|2023-11-11|2023-11-11 04:19:26|B|67.9826|1325.9329|90140.37|193.6383|1802.8074|88069.15|253067447475|Robert|Thompson|Brazil|LIMIT|BROKER|2026-01-19 13:07:54.996020|2026-01-19 13:07:54.996021
ETF|NVDA|LSE|Antigua and Barbuda|USD|2024-03-16|2024-03-16 11:17:19|B|383.6497|21.8624|8387.5|27.4439|167.75|8186.37|892634351086|Larry|Marks|Hungary|STOP_LIMIT|API|2026-01-19 13:07:54.996171|2026-01-19 13:07:54.996172
ETF|NFLX|NYSE|Pakistan|GBP|2023-09-09|2023-09-09 02:08:20|S|368.3757|203.9274|75121.9|227.8424|1502.438|73360.61|623947634211|Christian|Davidson|Saint Martin|STOP_LIMIT|API|2026-01-19 13:07:54.996369|2026-01-19 13:07:54.996369
ETF|MSFT|JPX|Heard Island and McDonald Islands|EUR|2024-08-01|2024-08-01 03:17:43|S|47.4339|1075.3357|51007.37|156.0619|1020.1474|49805.65|859501906658|Charles|Davis|Antigua and Barbuda|STOP_LOSS|API|2026-01-19 13:07:54.996535|2026-01-19 13:07:54.996536
STOCK|AMZN|XETRA|Trinidad and Tobago|USD|2023-04-19|2023-04-19 02:12:02|B|80.7596|1071.0693|86499.13|110.1287|1729.9826|84609.68|611355731493|David|Mcdonald|Eritrea|LIMIT|WEB|2026-01-19 13:07:54.996675|2026-01-19 13:07:54.996676
ETF|NVDA|NASDAQ|Vietnam|USD|2023-10-08|2023-10-08 01:06:31|S|199.6213|1406.1066|280688.83|921.2642|5613.7766|273984.28|631810665554|Sarah|Lewis|Puerto Rico|LIMIT|WEB|2026-01-19 13:07:54.996815|2026-01-19 13:07:54.996816
ETF|AAPL|JPX|Mozambique|EUR|2023-09-06|2023-09-06 09:02:27|S|392.2891|423.3819|166088.1|777.8349|3321.762|161857.79|420212939643|Nancy|Collier|Kazakhstan|STOP_LOSS|WEB|2026-01-19 13:07:54.996954|2026-01-19 13:07:54.996955
ETF|NVDA|NASDAQ|Slovenia|EUR|2024-06-24|2024-06-24 11:49:37|B|414.1858|223.6858|92647.48|134.1104|1852.9496|90629.95|654578835900|Alexander|Howard|Canada|MARKET_PRICE|BROKER|2026-01-19 13:07:54.997119|2026-01-19 13:07:54.997119
ETF|BABA|LSE|Gibraltar|USD|2024-09-28|2024-09-28 17:01:12|B|447.7756|1291.9648|578510.31|2402.1851|11570.2062|564153.04|164174318605|Tiffany|Campbell|Saudi Arabia|EACH_PRICE|MOBILE|2026-01-19 13:07:54.997262|2026-01-19 13:07:54.997263
STOCK|AMZN|LSE|Isle of Man|EUR|2023-09-30|2023-09-30 07:03:23|B|212.9206|1265.8336|269522.05|269.0519|5390.441|263777.91|124633759046|Cameron|Parrish|United States of America|EACH_PRICE|WEB|2026-01-19 13:07:54.997403|2026-01-19 13:07:54.997404
STOCK|MSFT|LSE|Cocos (Keeling) Islands|USD|2024-12-23|2024-12-23 15:10:20|B|59.6976|96.0342|5733.01|4.278|114.6602|5608.67|158207472187|Lisa|Bauer|Gambia|EACH_PRICE|WEB|2026-01-19 13:07:54.997544|2026-01-19 13:07:54.997544
STOCK|TSLA|NASDAQ|Switzerland|USD|2024-07-30|2024-07-30 23:11:51|B|164.6856|347.0324|57151.24|220.3104|1143.0248|55743.18|478759076173|Abigail|Cooper|Moldova|STOP_LOSS|BROKER|2026-01-19 13:07:54.997684|2026-01-19 13:07:54.997685
ETF|GOOGL|LSE|Haiti|JPY|2024-08-18|2024-08-18 03:29:51|B|330.795|718.5633|237697.15|332.2846|4753.943|232527.87|850548067292|Hunter|Miranda|Philippines|STOP_LOSS|BROKER|2026-01-19 13:07:54.997825|2026-01-19 13:07:54.997826
ETF|GOOGL|JPX|Russian Federation|GBP|2024-02-07|2024-02-07 12:53:36|S|94.8893|778.0156|73825.36|114.2678|1476.5072|72217.66|804847745848|Michael|Adams|Albania|STOP_LOSS|BROKER|2026-01-19 13:07:54.997968|2026-01-19 13:07:54.997969
STOCK|BABA|NASDAQ|Maldives|EUR|2024-09-21|2024-09-21 09:03:20|B|426.3091|1238.0777|527803.79|2467.5269|10556.0758|514309.91|150500833385|Wesley|Wilkinson|Mauritania|LIMIT|WEB|2026-01-19 13:07:54.998109|2026-01-19 13:07:54.998109
ETF|NFLX|LSE|Madagascar|JPY|2023-01-02|2023-01-02 18:40:41|S|322.0891|387.6401|124854.65|366.5098|2497.093|121948.4|509891923348|Jerome|Johnson|Albania|STOP_LOSS|BROKER|2026-01-19 13:07:54.998248|2026-01-19 13:07:54.998249
STOCK|BABA|NYSE|Australia|USD|2024-09-22|2024-09-22 21:30:04|S|8.7548|78.0296|683.13|2.5865|13.6626|666.27|514106075339|Heather|Clark|Kuwait|STOP_LOSS|MOBILE|2026-01-19 13:07:54.998388|2026-01-19 13:07:54.998389
ETF|TSLA|LSE|Denmark|EUR|2024-11-08|2024-11-08 05:06:50|S|203.2998|635.9939|129297.43|211.33|2585.9486|126386.12|612337501545|Haley|Gentry|Heard Island and McDonald Islands|LIMIT|BROKER|2026-01-19 13:07:54.998531|2026-01-19 13:07:54.998531
STOCK|AAPL|XETRA|Jersey|USD|2024-06-01|2024-06-01 10:22:03|B|154.8372|11.3189|1752.59|3.4809|35.0518|1713.33|686751651866|Jared|Jones|Tuvalu|MARKET_PRICE|MOBILE|2026-01-19 13:07:54.998672|2026-01-19 13:07:54.998672
STOCK|NVDA|LSE|Ethiopia|EUR|2023-01-15|2023-01-15 18:26:09|S|136.2253|190.8308|25995.98|88.9506|519.9196|25363.89|746025449382|Donna|Wilson|India|STOP_LIMIT|WEB|2026-01-19 13:07:54.998818|2026-01-19 13:07:54.998819
ETF|BABA|XETRA|Namibia|EUR|2023-03-08|2023-03-08 02:37:51|B|498.9243|931.9865|464990.71|1310.5816|9299.8142|454332.39|740263972767|Natalie|Long|Angola|STOP_LOSS|MOBILE|2026-01-19 13:07:54.998961|2026-01-19 13:07:54.998961
ETF|AMZN|LSE|United Arab Emirates|JPY|2024-08-05|2024-08-05 00:39:01|B|289.2651|826.77|239155.71|656.8881|4783.1142|233643.95|612957850225|Robert|Peterson|Nauru|EACH_PRICE|API|2026-01-19 13:07:54.999120|2026-01-19 13:07:54.999121
ETF|NFLX|NYSE|Netherlands|EUR|2024-04-21|2024-04-21 16:13:22|B|243.6638|522.1726|127234.56|64.2402|2544.6912|124592.67|918623230790|Michelle|Strong|Indonesia|MARKET_PRICE|BROKER|2026-01-19 13:07:54.999273|2026-01-19 13:07:54.999274
ETF|AAPL|XETRA|Solomon Islands|GBP|2023-04-05|2023-04-05 13:03:14|S|229.3178|1131.5673|259488.52|579.1711|5189.7704|253643.66|555203313566|Samantha|Baker|United States of America|STOP_LOSS|WEB|2026-01-19 13:07:54.999415|2026-01-19 13:07:54.999416
ETF|NVDA|NYSE|Aruba|USD|2023-05-14|2023-05-14 04:51:36|B|494.6022|1111.7195|549858.91|1153.7972|10997.1782|537451.84|379053255789|Kimberly|Ramos|Chile|STOP_LOSS|API|2026-01-19 13:07:54.999559|2026-01-19 13:07:54.999560
ETF|TSLA|XETRA|El Salvador|EUR|2024-11-27|2024-11-27 13:18:32|S|278.4323|273.1669|76058.49|285.0375|1521.1698|74181.55|511145585786|Valerie|Juarez|Greenland|STOP_LOSS|MOBILE|2026-01-19 13:07:54.999704|2026-01-19 13:07:54.999704
STOCK|MSFT|NYSE|Algeria|EUR|2024-05-17|2024-05-17 19:31:52|S|54.725|793.695|43434.96|204.9469|868.6992|42344.1|200353192588|Christopher|Foster|Kyrgyz Republic|MARKET_PRICE|API|2026-01-19 13:07:54.999846|2026-01-19 13:07:54.999846
ETF|AAPL|LSE|Gambia|JPY|2023-02-14|2023-02-14 19:56:47|S|73.7914|954.0159|70398.17|158.5484|1407.9634|68800.85|995793622891|Chad|Kim|Saint Vincent and the Grenadines|STOP_LOSS|WEB|2026-01-19 13:07:54.999988|2026-01-19 13:07:54.999989
ETF|NVDA|XETRA|Venezuela|USD|2024-06-07|2024-06-07 18:19:35|B|238.9102|149.9879|35833.64|68.4997|716.6728|35023.73|350842381375|Kendra|Petersen|Tokelau|MARKET_PRICE|BROKER|2026-01-19 13:07:55.000129|2026-01-19 13:07:55.000129
STOCK|AAPL|NYSE|Gambia|USD|2024-05-29|2024-05-29 03:43:13|B|326.2127|131.5445|42911.49|127.2896|858.2298|41891.34|315841124454|Samantha|Gibson|Bangladesh|MARKET_PRICE|MOBILE|2026-01-19 13:07:55.000271|2026-01-19 13:07:55.000272
STOCK|TSLA|NASDAQ|Bosnia and Herzegovina|JPY|2023-12-28|2023-12-28 21:08:21|S|399.7787|767.0319|306643.02|1076.8319|6132.8604|299379.85|226005687649|Duane|Daugherty|Western Sahara|STOP_LIMIT|BROKER|2026-01-19 13:07:55.000414|2026-01-19 13:07:55.000414
STOCK|AAPL|NYSE|Romania|JPY|2023-07-01|2023-07-01 06:13:45|B|165.3141|680.0766|112426.25|282.7529|2248.525|109830.87|653866614169|Nicholas|Reyes|Congo|STOP_LIMIT|WEB|2026-01-19 13:07:55.000553|2026-01-19 13:07:55.000554
ETF|MSFT|NASDAQ|Haiti|GBP|2023-11-19|2023-11-19 23:48:35|S|81.2702|36.1332|2936.55|1.7293|58.731|2874.62|963040450585|Patricia|Ford|Uzbekistan|LIMIT|MOBILE|2026-01-19 13:07:55.000693|2026-01-19 13:07:55.000694
ETF|NFLX|NYSE|Saint Pierre and Miquelon|GBP|2024-09-19|2024-09-19 15:57:41|B|428.0173|665.7445|284950.16|1373.3536|5699.0032|277701.47|916543056905|Sabrina|Campbell|Gabon|STOP_LOSS|BROKER|2026-01-19 13:07:55.000833|2026-01-19 13:07:55.000834
ETF|MSFT|NYSE|Colombia|EUR|2024-04-03|2024-04-03 16:21:00|S|371.9499|786.6662|292600.41|635.2661|5852.0082|285957.44|327713303929|Helen|Edwards|Djibouti|MARKET_PRICE|WEB|2026-01-19 13:07:55.000975|2026-01-19 13:07:55.000976
STOCK|NFLX|XETRA|Russian Federation|USD|2024-12-07|2024-12-07 12:37:11|S|242.0863|1091.7282|264292.44|609.6418|5285.8488|258362.71|463799826418|Leonard|Nguyen|Poland|EACH_PRICE|BROKER|2026-01-19 13:07:55.001117|2026-01-19 13:07:55.001118
ETF|AAPL|JPX|United Kingdom|USD|2024-05-07|2024-05-07 16:36:58|S|401.164|1202.1426|482256.33|2121.903|9645.1266|470366.01|216379663824|John|Arias|Andorra|STOP_LIMIT|MOBILE|2026-01-19 13:07:55.001259|2026-01-19 13:07:55.001259
ETF|BABA|XETRA|Ecuador|EUR|2024-03-22|2024-03-22 22:24:05|B|104.6603|589.3925|61686.0|106.2224|1233.72|60316.66|445325488553|Mary|Hammond|Bulgaria|STOP_LOSS|BROKER|2026-01-19 13:07:55.001400|2026-01-19 13:07:55.001400
